,country,year,div,fa_risky_frac,fl_risky_frac,fa_safe_frac,fl_safe_frac,fdia_frac,fdil_frac,risky_frac_assets,safe_frac_liabilities,weight1,weight2
286,ARG,2004,29.2964710308,3.73509608813,9.08985612643,19.513586755,26.2544030921,2.33345048022,8.69713491249,16.0658395718,74.2819447135,676755.870878,151822.659123
287,ARG,2005,19.9842452007,3.26977273805,7.74061909047,15.954541193,13.0035573799,2.02561122674,7.17717926864,17.0085275853,62.6853391769,779927.674509,181356.740614
288,ARG,2006,18.4303672879,3.35197888668,7.75622331704,14.6639268711,11.0886055011,2.08261306844,6.63652585294,18.6056639713,58.8416355919,915430.79959,212506.852654
289,ARG,2007,17.6831279229,3.38748815771,7.21564880812,14.4361912545,10.3269276256,2.02670137051,6.17191943592,19.0055491875,58.8677932492,1091778.00057,260071.314103
290,ARG,2008,14.029967509,2.22602120335,5.87090665668,12.3342691947,7.62873796315,1.64152564592,5.60280130123,15.2883022419,56.5106577098,1360907.04736,324405.188679
291,ARG,2009,15.3605298524,2.65471192696,6.61442133715,13.7661986192,7.68572782144,1.83718879065,6.16829570038,16.166654824,53.7457877971,1267406.55576,305762.536151
292,ARG,2010,15.3223746398,2.49682706794,6.97376945236,13.2203550317,7.95379772752,1.78314046548,6.13040801242,15.8859714936,53.2826121743,1416883.56412,367564.945825
293,ARG,2011,13.9435940286,2.21264672196,6.1975934687,12.1523160188,7.32463184761,1.58557898462,5.70273307642,15.4030801324,54.1673554187,1649464.13043,444612.263391
294,ARM,1970,,,,,,,,,,,
295,ARM,1971,,,,,,,,,,,
296,ARM,1972,,,,,,,,,,,
297,ARM,1973,,,,,,,,,,,
298,ARM,1974,,,,,,,,,,,
299,ARM,1975,,,,,,,,,,,
300,ARM,1976,,,,,,,,,,,
301,ARM,1977,,,,,,,,,,,
302,ARM,1978,,,,,,,,,,,
303,ARM,1979,,,,,,,,,,,
304,ARM,1980,,,,,,,,,,,
305,ARM,1981,,,,,,,,,,,
306,ARM,1982,,,,,,,,,,,
307,ARM,1983,,,,,,,,,,,
308,ARM,1984,,,,,,,,,,,
309,ARM,1985,,,,,,,,,,,
310,ARM,1986,,,,,,,,,,,
311,ARM,1987,,,,,,,,,,,
312,ARM,1988,,,,,,,,,,,
313,ARM,1989,,,,,,,,,,,
314,ARM,1990,,,,,,,,,,,
315,ARM,1991,,,,,,,,,,,
316,ARM,1992,,,,,,,,,,315.462520197,108.058602499
317,ARM,1993,,,,,,,,,,2828.15516688,835.369797685
318,ARM,1994,,,,,,,,,,2335.86457133,648.065684896
319,ARM,1995,,,,,,,,,,4874.70426038,1286.63606315
320,ARM,1996,9.62055112387,0.0,1.60437921737,6.49096734886,11.1457556815,0.0,1.60437921737,0.0,87.4167667237,5536.88698472,1596.96310636
321,ARM,1997,14.3996920841,0.0108997947159,2.26454135018,8.08066538584,18.4432776375,0.0,2.25494953083,0.13470564066,89.0643174372,5165.98049515,1638.66938391
322,ARM,1998,15.8932215939,0.00190299567205,5.74110006813,7.40887727535,18.6345628486,0.0,5.72115520964,0.0256787490987,76.4474095013,6392.20991082,1892.1695731
323,ARM,1999,24.0544633324,0.00207717406168,9.7421771464,11.0011026651,27.3635696793,0.0,9.72486736255,0.0188779433949,73.7448293598,5463.78430106,1845.47586556
324,ARM,2000,28.3576416442,0.0749123986314,12.4253087511,12.4248229972,31.7902391416,0.000241652898811,12.3989685851,0.599311875487,71.8983268482,5450.62000684,1911.56425936
325,ARM,2001,29.6540753787,0.0856706845042,13.7462362529,12.4500544875,33.0261893325,0.000472871783679,13.7095766479,0.683412274351,70.6103840439,5677.50942419,2118.39823006
326,ARM,2002,32.9950464341,0.110872503802,15.8283903712,15.2802909514,34.7705390419,0.0083907110727,15.7608361618,0.720364669797,68.7179342433,5871.93498718,2376.32123298
327,ARM,2003,33.851853151,0.102590965849,17.1229666131,16.7716832348,33.7064654884,0.00826311600613,17.0595452298,0.607972613396,66.3128901797,6229.77169779,2807.09517988
328,ARM,2004,30.491891437,0.113354310478,16.549411605,17.9673365319,26.3536804266,0.0423172054239,16.4725823729,0.626935726442,61.4260632012,7865.0385156,3576.60970942
329,ARM,2005,23.9734163101,0.150541033768,14.4588537915,15.6378369176,17.6996008774,0.11389701246,14.3980518416,0.953492716174,55.038717064,10493.2139572,4900.46951507
330,ARM,2006,21.7828127273,0.13907774482,14.0728610958,15.5314331016,13.8222535125,0.122843334007,14.0256491048,0.887512514321,49.5508038114,14197.4214564,6384.45207074
331,ARM,2007,20.6653649463,0.0882720460487,13.3318574923,14.9940674839,12.9165328703,0.0766235557106,13.2822712582,0.585267596407,49.2088569693,20804.5835795,9206.30126418
332,ARM,2008,19.8194192839,0.108665337888,14.4498418535,12.6137426471,12.4665887293,0.100158775903,14.4021194632,0.854125555603,46.3159061562,27916.8268303,11662.0407039
333,ARM,2009,31.9956498691,0.411817295078,18.5806751955,21.1630320853,23.8357751621,0.391941745725,18.5380117413,1.90878410234,56.1946484469,23650.8596292,8647.93709063
334,ARM,2010,35.8056534351,0.436041516837,21.7171800487,21.194217708,28.2638675967,0.427022973501,21.6710638354,2.01588669052,56.5491699919,25693.6620022,9260.2857621
335,ARM,2011,39.8193134467,1.39852501946,24.7882857856,22.4588457061,30.9929703822,1.39167246152,24.7352255298,5.8620249295,55.5616214324,27647.1139482,10138.0779964
336,,1970,,,,,,,,,,,
337,,1971,,,,,,,,,,,
338,,1972,,,,,,,,,,,
339,,1973,,,,,,,,,,,
340,,1974,,,,,,,,,,,
341,,1975,,,,,,,,,,,
342,,1976,,,,,,,,,,,
343,,1977,,,,,,,,,,,
344,,1978,,,,,,,,,,,
345,,1979,,,,,,,,,,,
346,,1980,,,,,,,,,,,
347,,1981,,,,,,,,,,,
348,,1982,,,,,,,,,,,
349,,1983,,,,,,,,,,,
350,,1984,,,,,,,,,,,
351,,1985,,,,,,,,,,,
352,,1986,,,,,,,,,,,
353,,1987,,,,,,,,,,,
354,,1988,,,,,,,,,,,
355,,1989,,,,,,,,,,,
356,,1990,,,,,,,,,,,
357,,1991,,,,,,,,39.289717869,80.1829475755,,872.067008
358,,1992,,,,,,,,38.1894998073,81.8138197953,,958.6592
359,,1993,,,,,,,,36.8737022095,83.1017331212,,1083.240192
360,,1994,,,,,,,,37.3709326797,86.7203181117,,1245.810048
361,,1995,,,,,,,,35.0976842956,87.6265405522,,1320.47486034
362,,1996,,,,,,,,37.3285012512,82.3894374773,,1379.96089385
363,,1997,,,,,,,,38.7012143396,73.6341724233,,1531.94413408
364,,1998,,,,,,,,45.2623418986,70.3138560652,,1665.10055866
365,,1999,,,,,,,,43.8258657996,53.5071163941,,1722.79888268
366,,2000,,,,,,,,55.4200453171,51.4442589949,,1873.45251397
367,,2001,,,,,,,,53.5335288721,59.148078378,,1920.26256983
368,,2002,,,,,,,,51.9188901221,53.7511595791,,1941.09497207
369,,2003,,,,,,,,51.9020844713,50.6471332712,,2021.30726257
370,,2004,,,,,,,,49.213099691,42.5604892565,,2228.27374302
371,,2005,,,,,,,,51.3243185749,36.9455944977,,2331.00558659
372,,2006,,,,,,,,40.9505453259,26.787110059,,2424.42458101
373,,2007,,,,,,,,44.2819779912,24.5143042518,,2615.31284916
374,,2008,,,,,,,,39.4972047809,23.7269254637,,2745.4301676
375,,2009,,,,,,,,37.0103022885,23.8124925305,,2501.89944134
376,,2010,,,,,,,,44.1322278225,22.3213497843,,2409.4972067
377,,2011,,,,,,,,40.8762566223,20.7498267931,,2676.80620782
378,AUS,1970,8.98999571607,1.83360923439,9.68931569377,2.54555363499,3.91151286898,1.74665687658,6.92487636825,41.8712271976,28.7593719084,121381.01357,43089.7668995
379,AUS,1971,9.45835718028,1.98522949112,9.97228477008,3.48523290852,3.47396719085,1.90587779002,6.95517079601,36.2899759854,25.8359519139,136264.574463,48183.3706772
380,AUS,1972,10.6776366375,2.16541187975,11.1065190669,4.97107158613,3.1122707422,2.07988625619,7.55633101298,30.3428416825,21.8884362451,158516.998489,55266.2285913
381,AUS,1973,6.8079248224,1.42749079143,6.78857150711,3.2002997439,2.19948760236,1.36677375428,4.87630539086,30.8460545164,24.4712187089,219174.985608,78090.0090242
382,AUS,1974,4.54826820658,0.905903302431,4.02335493713,2.14864964976,2.01862852384,0.867775188995,3.28321896354,29.6574757947,33.4100306113,279025.854137,94292.4673387
383,AUS,1975,4.8587726246,1.16178515827,4.99590697415,1.67301404651,1.88683907028,1.117950694,3.83311204065,40.9829788408,27.4140445993,302817.681226,100123.654804
384,AUS,1976,4.73147377133,1.30679973183,4.46841453749,1.48631845401,2.20141481933,1.25899568218,3.58163110496,46.7864102012,33.0055643339,328842.478023,110398.942242
385,AUS,1977,5.18630266144,1.3525047792,4.87400114528,1.33670963636,2.80938976204,1.3052662994,3.97978733519,50.2936757803,36.5644517626,342534.704533,111239.788279
386,AUS,1978,5.52592397968,1.41886113353,5.1725341304,1.24795166423,3.21250103119,1.36972610063,4.25955813775,53.2043769521,38.3123143706,396826.763729,127086.594746
387,AUS,1979,6.2124186054,1.47173632239,6.41660447069,1.20665275587,3.32984366185,1.42398132374,5.19188725869,54.9485634606,34.1646886801,449017.863255,141441.283328
388,AUS,1980,7.24100714264,1.47945117332,8.69189073239,1.23464696502,3.07602541455,1.42516970992,6.68658012989,54.5098628684,26.1390833869,522351.294642,162878.73631
389,AUS,1981,6.23940414154,1.36385831991,6.87933885615,0.955854299873,3.27975680714,1.32059691097,5.58549802352,58.7942794414,32.2839445148,614401.034019,188357.377578
390,AUS,1982,6.70307568556,1.42656800303,5.60388152247,1.69137603116,4.68432581447,1.33199093253,4.62214244698,45.7534833014,45.5310207217,643944.188673,186996.894483
391,AUS,1983,9.41377620278,1.64588657683,8.6230486433,2.43916943935,6.11944774608,1.46310691105,6.83734740223,40.2904285843,41.5088977094,577350.948262,179427.599956
392,AUS,1984,8.63967883434,1.68338358186,6.35998726198,2.20457476857,7.03141205628,1.46304119434,5.10493207766,43.2973666416,52.5069254465,618781.604745,197080.719267
393,AUS,1985,11.8485634037,2.86291885751,7.9429341226,2.5477168415,10.3435569857,2.30070606711,6.17510198044,52.91280021,56.5639242895,541940.74903,174335.706273
394,AUS,1986,14.9005044894,4.35984020583,9.54102675272,2.93847656618,12.9616654541,3.21357872067,7.12089160737,59.7376126856,57.6005099077,579155.502702,181426.513492
395,AUS,1987,17.2372740765,5.60861492995,11.127241885,3.47407904465,14.2646122934,4.46520840084,8.42061204532,61.7505659184,56.1779072659,661150.834379,213040.101823
396,AUS,1988,18.8813646564,6.33401844001,12.004124533,4.2487001719,15.1758861678,4.90045251682,9.5370272021,59.8524695997,55.8347321304,839564.622748,271033.400189
397,AUS,1989,17.7797582295,5.9666595977,11.320641027,3.82829242002,14.4439234144,4.31095735596,9.20915558384,60.9156592795,56.0611977248,968538.536254,307539.859577
398,AUS,1990,17.3110657111,5.40392349431,10.8343121771,4.04637986892,14.3375158819,4.06190393456,8.70369699991,57.1825399313,56.958580236,1068499.31454,323797.524515
399,AUS,1991,17.9478766986,5.54126461972,11.0194445209,4.20142467724,15.1336195792,3.79268562742,8.67948673162,56.8761298941,57.8655698669,1093607.32368,324437.972307
400,AUS,1992,18.4971551268,6.28068758969,11.0970512561,3.87909847926,15.7374729285,4.34455092149,8.96304763382,61.8190929126,58.6463647361,1037030.37581,317597.313067
401,AUS,1993,21.4598903077,7.67509404349,14.167738453,4.26936543618,16.8075826829,5.20757556608,10.0476004844,64.2565204106,54.2612055874,1038281.65839,308839.895976
402,AUS,1994,21.6514781932,8.37378775054,15.2487762106,3.85816721057,15.8222252148,5.27592892117,9.93940181142,68.4582945013,50.922804187,1211701.03069,352963.090715
403,AUS,1995,21.4599143497,8.45489339746,15.0674576548,3.99022803367,15.4072496135,5.3639295642,9.87134290202,67.9374118143,50.5574983144,1330915.80783,379248.259747
404,AUS,1996,22.5540622401,8.94125371631,15.3659842421,4.48912782564,16.3117586962,5.86899964837,9.81326196727,66.5748302711,51.4928059362,1478524.13084,425288.916171
405,AUS,1997,21.645239428,9.37424819418,13.9240429994,4.96755546265,15.0246321998,6.1321554304,8.39017925828,65.3631050772,51.9009318956,1454089.10853,426060.541368
406,AUS,1998,26.8537245809,12.1711870264,18.0077702134,5.76169398489,17.7667979371,7.93866016474,10.3922678602,67.8707845033,49.6632072883,1282509.98784,380488.87252
407,AUS,1999,30.8208138021,14.5717073176,20.9755770639,6.75410123292,19.3402419897,8.64285505693,11.0883027749,68.3289793355,47.9718444117,1364403.9157,412046.684639
408,AUS,2000,31.7755977512,15.5835571468,20.1522968099,7.08739556958,20.7279459762,8.90754871968,11.0309619851,68.7379897164,50.7040676951,1273697.75578,399604.036305
409,AUS,2001,36.0692245697,19.7358026162,22.4196167982,7.59880893443,22.3842207904,12.230316675,12.1964018854,72.2007795123,49.9604989107,1174313.00549,376653.949952
410,AUS,2002,39.0029606558,19.9766923859,24.1247734962,8.71575194491,25.1887034846,12.0191781198,14.0165939663,69.6235293012,51.0787416073,1293722.43998,423686.130049
411,AUS,2003,44.7556598187,22.998168397,28.8793734598,9.79014555645,27.8436322242,13.6313128153,15.8514649476,70.1413571606,49.0870183772,1672459.42018,539171.980465
412,AUS,2004,41.4583915169,21.6414257516,26.5635155256,9.2233181209,25.4885236358,12.9819698628,16.1395268977,70.1169782617,48.9673873425,2139626.42821,654980.084472
413,AUS,2005,35.9417106781,17.9087205823,21.6539336464,8.75973128529,23.5610358423,10.1150097136,11.7257547224,67.1532066099,52.1089278811,2448285.3925,730747.125778
414,AUS,2006,43.0027254622,21.7887246248,25.9998571515,10.9607954777,27.2560736705,11.8383669187,13.1510430014,66.5314317786,51.1794146677,2717501.81955,777942.362776
415,AUS,2007,44.7501535493,24.4099355627,28.028521841,10.1512816875,26.9105680073,12.2970771922,13.9856273591,70.6281129683,48.9825515522,3324568.75907,945381.159855
416,AUS,2008,30.366991671,14.6401694059,16.8037769763,8.31979307656,20.9702438832,7.26106524996,9.23943996395,63.7639082254,55.5149899482,3804684.46816,1051254.63332
417,AUS,2009,48.3675083886,22.9998925928,28.8298939066,13.2977891226,31.6074411552,11.9196703044,14.8644268177,63.3646324113,52.2978736949,3579044.29592,993240.452414
418,AUS,2010,45.2965106008,21.984951586,27.8848112849,12.340896345,28.3823619855,11.4391550845,14.2683862479,64.0478033643,50.4421323053,4409434.55592,1247112.93584
419,AUS,2011,36.206688296,16.6165620305,20.9153921156,10.3641262194,24.5172962265,8.23106981185,12.0008049637,61.5868723459,53.9640006373,5447764.20268,1490521.26389
420,AUT,1970,13.6777033094,0.946965523298,3.84332364554,10.4415901998,12.1235272501,0.310645453773,3.79491202987,8.31506247429,75.9293571998,24911.9816459,14945.4169758
421,AUT,1971,14.2390792006,1.0772059952,3.63514640333,11.6486366182,12.1171693844,0.376287148614,3.58156949635,8.46471253755,76.9230984682,30117.7228373,17541.5865966
422,AUT,1972,14.0093933038,1.05940533096,3.24175596828,11.8974124431,11.8202128652,0.393433277898,3.16873288686,8.17643150833,78.4772096921,38409.4666255,21646.0766396
423,AUT,1973,12.8700772393,0.809322756928,2.59591606558,11.4127401516,10.9221755044,0.348586766068,2.53381348239,6.62181796135,80.7967267263,54049.8468818,29153.983071
424,AUT,1974,13.1836097837,0.690889084231,2.5932335917,11.5743075333,11.5087893582,0.356781534956,2.54058184683,5.63292302419,81.6109107118,68503.6525862,34571.9231072
425,AUT,1975,13.2398913644,0.727202825469,2.25028544288,11.8979782085,11.604316252,0.367540883083,2.2040282757,5.75993978632,83.7578481689,83177.9169251,39386.8227647
426,AUT,1976,17.5931687631,0.764135539346,2.29415702677,15.8867904337,16.2412545264,0.380282174427,2.24343981008,4.58914741788,87.6228427937,90556.3248605,42169.8869045
427,AUT,1977,18.5620761654,0.748583890358,2.25836520565,15.840210255,18.2769929798,0.436668204013,2.21786393363,4.51258773723,89.0025526448,111404.932907,50634.2094144
428,AUT,1978,19.3333942263,0.724809621436,2.13891336846,16.7435194514,19.0595460113,0.450015769827,2.10055748045,4.14927849375,89.9100527536,142912.060204,60881.1933279
429,AUT,1979,19.9713053864,0.566892379916,1.99387261441,17.3629372926,20.0189084858,0.329040185515,1.96702268123,3.16172763641,90.9422048703,173028.635824,72163.0569812
430,AUT,1980,20.2319268392,0.527975803802,1.68259347483,17.0446687559,21.2086156438,0.277901356635,1.65818420351,3.00453242543,92.6496085632,200892.210497,80105.9952797
431,AUT,1981,21.6639727329,0.548001114095,1.60582642675,17.9506915575,23.2234263676,0.346918783005,1.58424576545,2.96237752486,93.5325221421,194473.52676,69413.139546
432,AUT,1982,19.2850197199,0.490796537305,1.48070536901,17.1011939068,19.4973436266,0.332713319921,1.45970144384,2.78988633415,92.9416440522,210031.357238,69402.4773845
433,AUT,1983,16.5608166569,0.499792308542,1.29135041218,15.9018396916,15.4286509013,0.349088065825,1.27137405778,3.0472108418,92.2766129741,217345.909936,70314.9434589
434,AUT,1984,17.7989009353,0.517274050702,1.17519988806,15.9927180288,17.912609903,0.329799070813,1.15669737113,3.13309690406,93.8431915399,222757.624359,66330.2607452
435,AUT,1985,23.0211869959,0.819148188937,1.6577992512,20.57318243,22.9922441217,0.565602873607,1.58466142251,3.82916758127,93.2746599017,245106.695583,67930.5556016
436,AUT,1986,20.4312926996,0.707186473282,1.5981175599,18.2795948032,20.2776865629,0.418757413039,1.52974790991,3.72462537481,92.6945882724,351257.126904,96391.4221219
437,AUT,1987,20.4125866985,0.714317496345,1.69936806394,18.1190253242,20.2924625126,0.362365400338,1.63064437181,3.79283435316,92.2727302849,440306.352014,120540.735574
438,AUT,1988,17.8132416975,0.752462667866,1.63460090884,15.6358870499,17.6035327683,0.346371747134,1.52369369758,4.59144868657,91.5033290844,479727.342674,132223.332417
439,AUT,1989,19.8992081534,1.26634735623,2.04914641948,17.3271502695,19.1557722615,0.704336770703,1.78091475897,6.81070007226,90.3364570725,475958.311071,131887.414393
440,AUT,1990,18.3776545341,1.38153161657,2.08267847674,15.7688120113,17.5222869635,0.808155856645,1.74568079043,8.05541653595,89.3767806779,600810.796027,165164.822818
441,AUT,1991,18.9096621262,1.66104623218,2.25927258549,15.672550757,18.2264546777,1.07991355898,1.83663050697,9.58281326842,88.9714797212,621064.807241,172620.576364
442,AUT,1992,18.0017229395,1.54619742256,2.08949264747,15.1589988076,17.2087570015,1.02814187664,1.69231689483,9.25578724883,89.1726312724,680231.893844,193493.405738
443,AUT,1993,18.2398723724,1.74736510152,2.19931151028,15.1282974577,17.4047706753,1.19028666012,1.67244292667,10.3543496167,88.7813594665,700082.598516,188525.18046
444,AUT,1994,19.3574952416,1.95088533846,2.53220847211,15.7514476008,18.4804490717,1.26856794603,1.78954265956,11.0204985136,87.9491279633,764716.025482,201889.975855
445,AUT,1995,19.3438509248,2.00231350695,2.78198520287,15.2684658294,18.6349373103,1.32107937031,1.97882280151,11.5936488329,87.0103409995,922909.507564,238797.524799
446,AUT,1996,19.4901281286,2.08133175691,3.07844455779,15.6531462185,18.1673337239,1.33221653163,2.04956380846,11.7360756815,85.5103234301,922111.773301,234767.273262
447,AUT,1997,23.992781851,3.55169005904,4.67639290521,18.1326365046,21.6248442331,2.00430450941,2.60402569461,16.3790655366,82.2198747511,791225.837025,208075.15924
448,AUT,1998,29.7452549827,5.00395078686,5.4922644924,21.5621501564,27.4321445298,2.60640387109,3.31776041024,18.8358494818,83.3185631709,764135.4425,213619.720247
449,AUT,1999,35.351140719,7.19889572458,5.64565206507,25.1731601717,32.6845734766,2.98162186149,3.49662603307,22.2379936191,85.271017884,727006.237859,212580.43151
450,AUT,2000,47.2528379114,11.6944935132,8.623159311,32.0998547838,42.0881682148,4.45353479498,5.30450820115,26.7032025089,82.9955953991,630465.58288,192634.123328
451,AUT,2001,49.3335825118,10.397995998,8.51985954355,34.6489219743,45.1003875077,5.09214496565,5.98182141216,23.0825913648,84.1107417215,638245.751316,191843.324061
452,AUT,2002,59.0404436323,12.3003119914,10.2642293333,42.5951206444,52.9212252954,7.31411000894,7.40410940624,22.4068039922,83.7553921332,652569.395996,208272.00329
453,AUT,2003,59.7583951094,13.2905006895,10.7678573441,43.5553101063,51.903122079,7.56278592606,7.33376035779,23.3799122634,82.8184313645,815716.430775,254431.66419
454,AUT,2004,63.9025179113,14.2396729185,13.2923450099,46.3627808214,53.9102370727,8.13839241788,8.27431298744,23.4968586909,80.2204846927,959804.53804,291813.185689
455,AUT,2005,70.631201858,21.8699113862,22.2195886977,45.2387145767,51.9341890554,15.2621899655,16.0663388436,32.5888230796,70.0357967308,1030495.0932,305513.191767
456,AUT,2006,82.7281944755,25.8443420922,27.074685465,53.3445971068,59.1927642869,17.2006490613,17.955841877,32.6363029403,68.6154099341,1146167.21098,325256.260133
457,AUT,2007,85.1797168167,28.9251298967,30.3821867926,53.1820725888,57.8700443552,20.5530219322,21.5575326901,35.2284927766,65.5734632457,1398130.61912,375581.301553
458,AUT,2008,67.2581761388,21.7620422253,20.7110878226,43.1679825527,48.8752396769,17.1317088524,16.8441993784,33.5161464973,70.2368431172,1671438.18174,416118.749432
459,AUT,2009,69.0632352689,23.58043123,22.8606803808,44.10970284,47.575656087,17.9725840128,18.4839543907,34.8358465439,67.544194478,1659879.12647,384622.394763
460,AUT,2010,65.8579582288,23.848418522,21.0443168806,40.7745645398,46.0486165152,17.4491366552,16.3729038077,36.9039270427,68.6340784112,1616226.54465,380018.323383
461,AUT,2011,58.5773898015,22.0039026859,17.5636662842,36.0494458966,41.5377647363,17.0107325547,14.2173938065,37.9029000448,70.2821641017,1801344.07097,418413.54755
462,AZE,1970,,,,,,,,,,,
463,AZE,1971,,,,,,,,,,,
464,AZE,1972,,,,,,,,,,,
465,AZE,1973,,,,,,,,,,,
466,AZE,1974,,,,,,,,,,,
467,AZE,1975,,,,,,,,,,,
468,AZE,1976,,,,,,,,,,,
469,AZE,1977,,,,,,,,,,,
470,AZE,1978,,,,,,,,,,,
471,AZE,1979,,,,,,,,,,,
472,AZE,1980,,,,,,,,,,,
473,AZE,1981,,,,,,,,,,,
474,AZE,1982,,,,,,,,,,,
475,AZE,1983,,,,,,,,,,,
476,AZE,1984,,,,,,,,,,,
477,AZE,1985,,,,,,,,,,,
478,AZE,1986,,,,,,,,,,,
479,AZE,1987,,,,,,,,,,,
480,AZE,1988,,,,,,,,,,,
481,AZE,1989,,,,,,,,,,,
482,AZE,1990,,,,,,,,,,,
483,AZE,1991,,,,,,,,,,,
484,AZE,1992,,,,,,,,,,1170.73210982,1193.1845571
485,AZE,1993,,,,,,,,,,2341.89726296,1309.29318126
486,AZE,1994,,,,,,,,,,5237.69902445,2257.54288278
487,AZE,1995,5.59060880705,0.0,4.16157488087,3.32320202404,3.69644070919,0.0,4.16157488087,0.0,47.0403840108,9077.46636344,2417.08201178
488,AZE,1996,7.9362022808,0.0,8.91120499119,3.17450292723,3.78669664319,0.0,8.91120499119,0.0,29.8214362673,12677.3294538,3176.5479971
489,AZE,1997,12.8724251749,0.0,16.5092760678,4.6830496979,4.55252458417,0.0,16.5092760678,0.0,21.6150777391,15421.9469229,3962.63134091
490,AZE,1998,18.0380423908,0.0,24.2428797707,4.38620454472,7.44700046617,0.0,24.2428797707,0.0,23.4996169455,15806.0700549,4279.758273
